client_id;birth_number;district_id;gender
11359;19720820;11;M
11360;19720419;11;F
11362;19660111;51;F
11371;19411104;37;F
11372;19610928;11;M
11379;19520528;74;M
11380;19510406;74;F
11381;19790726;57;F
11405;19640729;68;F
11406;19701115;68;M
11409;19800502;32;F
11461;19740708;70;M
11491;19580516;36;F
11497;19590717;11;F
11516;19381109;59;M
11517;19400521;59;F
11545;19660122;1;F
11574;19440420;1;F
11596;19401204;70;F
11598;19770923;54;F
11609;19570211;59;M
11637;19510612;73;M
11638;19540824;73;F
11662;19720403;76;M
11676;19430312;5;F
11683;19800128;7;M
11685;19650723;64;F
11686;19481018;21;F
11687;19450123;21;M
11701;19490414;9;M
11709;19610803;1;M
11710;19670619;1;F
11713;19510411;59;F
11714;19450704;59;M
11732;19570520;19;F
11754;19661103;62;M
11755;19450716;4;F
11768;19710912;1;F
11794;19701007;31;F
11795;19770223;31;M
11804;19441212;74;M
11851;19700402;65;M
11855;19571201;11;M
11857;19520826;70;M
11860;19250830;70;F
11866;19370902;1;M
11867;19341119;1;F
11873;19631120;38;F
11874;19690119;1;M
11875;19670623;1;F
11886;19410913;61;F
11906;19441203;76;M
11907;19451116;76;F
11911;19391024;8;M
11943;19610709;1;M
11947;19640529;70;M
11976;19391027;54;F
11977;19440701;54;M
11978;19711009;54;M
11979;19771209;54;F
12003;19760623;74;M
12050;19430530;52;M
12051;19360930;52;F
12079;19720812;64;F
12092;19770515;68;M
12095;19390227;47;M
12102;19680907;21;F
12133;19640626;27;F
12144;19801123;2;M
12145;19820625;2;F
12163;19540616;1;M
12181;19610819;1;M
12220;19711112;60;F
12221;19710224;60;M
12303;19740405;24;F
12308;19781129;64;M
12324;19780306;8;M
12325;19641030;8;M
12328;19440408;1;F
12344;19400620;26;F
12358;19430705;17;M
12359;19351013;17;F
12376;19590217;4;M
12378;19460827;76;F
12382;19551129;1;M
12383;19630513;1;F
12396;19700117;62;F
12397;19730602;62;M
12416;19730530;1;M
12417;19740103;1;F
12432;19650307;55;M
12464;19591217;39;M
12468;19690704;22;M
12485;19650410;34;F
12490;19800814;34;M
12547;19631013;70;F
12561;19660620;38;M
12568;19560301;44;F
12577;19500505;62;F
12586;19470130;27;M
12599;19560101;44;M
12616;19650126;27;F
12625;19581207;54;M
12643;19620720;69;F
12662;19530601;14;M
12695;19790316;68;M
12726;19450809;8;F
12729;19680321;36;M
12730;19640929;36;F
12738;19601029;23;F
12739;19580117;23;M
12750;19400525;21;F
12754;19600820;55;M
12755;19591101;55;F
12756;19490121;22;F
12802;19690812;1;M
12810;19641014;39;M
12840;19390727;60;M
12843;19530505;66;M
12844;19461015;45;M
12850;19550826;72;M
12851;19570927;72;F
12859;19760521;1;F
12890;19580120;70;F
12908;19410312;12;M
12943;19701012;55;M
12986;19730508;40;F
12991;19470116;51;M
13044;19760301;52;M
13051;19650113;55;M
13071;19560218;41;M
13089;19790214;16;F
13090;19800418;2;F
13095;19500316;76;M
13098;19781215;1;F
13102;19490415;8;M
13113;19761125;11;M
13123;19780217;56;F
13134;19621103;1;F
13151;19581222;73;M
13171;19500626;19;F
13172;19381019;36;M
13190;19561128;71;M
13201;19370517;31;M
13231;19590701;1;M
13246;19420113;46;F
13260;19770527;72;F
13261;19440801;75;M
13262;19380209;75;F
13276;19770120;76;M
13285;19351225;34;M
13290;19410623;16;M
13291;19401113;16;F
13346;19560415;50;M
13380;19420918;65;M
13404;19660925;48;M
13405;19580813;32;M
13406;19780418;42;F
13412;19540320;1;M
13417;19511117;25;F
13447;19700505;13;F
13448;19680708;13;M
13451;19551118;44;F
13468;19601031;25;M
13469;19551208;25;F
13480;19530601;16;M
13490;19690525;18;F
13539;19780907;63;M
13548;19760318;1;M
13556;19580719;32;M
13576;19740707;72;M
13588;19740129;46;M
13590;19770803;59;M
13603;19410728;46;M
13608;19630515;37;F
13620;19700726;16;M
13640;19550609;28;F
13657;19630512;59;F
13658;19570423;59;M
13673;19710220;39;M
13687;19590523;75;M
13690;19630516;70;M
13694;19760120;1;F
13750;19801113;12;F
13751;19790720;12;M
13803;19471114;1;M
13820;19480731;33;F
13845;19730216;15;M
13852;19720126;5;M
13886;19540412;44;F
13912;19751120;50;M
13915;19741123;77;M
13921;19701220;62;F
13923;19790222;7;F
13924;19520909;54;F
13931;19420101;8;M
13955;19451030;1;F
13956;19430406;1;M
13968;19680413;61;M
13971;19621019;67;F
13998;19530812;74;F
